,DATE,per_capita_income,county,state
1306,2003-01-01,23755,Lewis County,New York
1307,2004-01-01,24983,Lewis County,New York
1308,2005-01-01,26161,Lewis County,New York
1309,2006-01-01,29030,Lewis County,New York
1310,2007-01-01,30274,Lewis County,New York
1311,2008-01-01,33389,Lewis County,New York
1312,2009-01-01,34315,Lewis County,New York
1313,2010-01-01,36168,Lewis County,New York
1314,2011-01-01,39680,Lewis County,New York
1315,2012-01-01,38946,Lewis County,New York
1316,2013-01-01,40266,Lewis County,New York
1317,2014-01-01,41146,Lewis County,New York
1318,2015-01-01,40953,Lewis County,New York
1319,2016-01-01,41066,Lewis County,New York
1320,2017-01-01,43124,Lewis County,New York
1321,2018-01-01,43982,Lewis County,New York
1322,2019-01-01,46957,Lewis County,New York
1323,2020-01-01,51181,Lewis County,New York
1324,2021-01-01,54629,Lewis County,New York
1325,1969-01-01,3644,Livingston County,New York
1326,1970-01-01,3912,Livingston County,New York
1327,1971-01-01,4209,Livingston County,New York
1328,1972-01-01,4368,Livingston County,New York
1329,1973-01-01,4776,Livingston County,New York
1330,1974-01-01,5192,Livingston County,New York
1331,1975-01-01,5487,Livingston County,New York
1332,1976-01-01,5724,Livingston County,New York
1333,1977-01-01,6157,Livingston County,New York
1334,1978-01-01,6804,Livingston County,New York
1335,1979-01-01,7519,Livingston County,New York
1336,1980-01-01,8549,Livingston County,New York
1337,1981-01-01,9578,Livingston County,New York
1338,1982-01-01,10406,Livingston County,New York
1339,1983-01-01,10800,Livingston County,New York
1340,1984-01-01,11938,Livingston County,New York
1341,1985-01-01,12931,Livingston County,New York
1342,1986-01-01,13431,Livingston County,New York
1343,1987-01-01,13968,Livingston County,New York
1344,1988-01-01,15037,Livingston County,New York
1345,1989-01-01,16249,Livingston County,New York
1346,1990-01-01,17333,Livingston County,New York
1347,1991-01-01,17819,Livingston County,New York
1348,1992-01-01,18373,Livingston County,New York
1349,1993-01-01,18946,Livingston County,New York
1350,1994-01-01,19501,Livingston County,New York
1351,1995-01-01,20000,Livingston County,New York
1352,1996-01-01,20571,Livingston County,New York
1353,1997-01-01,21178,Livingston County,New York
1354,1998-01-01,22313,Livingston County,New York
1355,1999-01-01,23204,Livingston County,New York
1356,2000-01-01,23918,Livingston County,New York
1357,2001-01-01,24048,Livingston County,New York
1358,2002-01-01,24578,Livingston County,New York
1359,2003-01-01,25674,Livingston County,New York
1360,2004-01-01,26425,Livingston County,New York
1361,2005-01-01,26894,Livingston County,New York
1362,2006-01-01,27631,Livingston County,New York
1363,2007-01-01,29401,Livingston County,New York
1364,2008-01-01,31393,Livingston County,New York
1365,2009-01-01,31501,Livingston County,New York
1366,2010-01-01,33477,Livingston County,New York
1367,2011-01-01,35402,Livingston County,New York
1368,2012-01-01,35902,Livingston County,New York
1369,2013-01-01,35850,Livingston County,New York
1370,2014-01-01,36983,Livingston County,New York
1371,2015-01-01,37941,Livingston County,New York
1372,2016-01-01,39598,Livingston County,New York
1373,2017-01-01,44401,Livingston County,New York
1374,2018-01-01,46200,Livingston County,New York
1375,2019-01-01,46803,Livingston County,New York
1376,2020-01-01,49549,Livingston County,New York
1377,2021-01-01,52209,Livingston County,New York
1378,1969-01-01,3399,Madison County,New York
1379,1970-01-01,3560,Madison County,New York
1380,1971-01-01,3805,Madison County,New York
1381,1972-01-01,4033,Madison County,New York
1382,1973-01-01,4418,Madison County,New York
1383,1974-01-01,4782,Madison County,New York
1384,1975-01-01,5214,Madison County,New York
1385,1976-01-01,5430,Madison County,New York
1386,1977-01-01,5781,Madison County,New York
1387,1978-01-01,6385,Madison County,New York
1388,1979-01-01,7146,Madison County,New York
1389,1980-01-01,8087,Madison County,New York
1390,1981-01-01,8900,Madison County,New York
1391,1982-01-01,9657,Madison County,New York
1392,1983-01-01,10360,Madison County,New York
1393,1984-01-01,11523,Madison County,New York
1394,1985-01-01,12329,Madison County,New York
1395,1986-01-01,13078,Madison County,New York
1396,1987-01-01,13922,Madison County,New York
1397,1988-01-01,15034,Madison County,New York
1398,1989-01-01,16404,Madison County,New York
1399,1990-01-01,17202,Madison County,New York
1400,1991-01-01,17535,Madison County,New York
1401,1992-01-01,18334,Madison County,New York
1402,1993-01-01,19116,Madison County,New York
1403,1994-01-01,19756,Madison County,New York
1404,1995-01-01,20682,Madison County,New York
1405,1996-01-01,21252,Madison County,New York
1406,1997-01-01,22554,Madison County,New York
1407,1998-01-01,23987,Madison County,New York
1408,1999-01-01,25067,Madison County,New York
1409,2000-01-01,26288,Madison County,New York
1410,2001-01-01,26747,Madison County,New York
1411,2002-01-01,26984,Madison County,New York
1412,2003-01-01,27580,Madison County,New York
1413,2004-01-01,28335,Madison County,New York
1414,2005-01-01,28959,Madison County,New York
1415,2006-01-01,29762,Madison County,New York
1416,2007-01-01,31033,Madison County,New York
1417,2008-01-01,32372,Madison County,New York
1418,2009-01-01,32741,Madison County,New York
1419,2010-01-01,33966,Madison County,New York
1420,2011-01-01,35605,Madison County,New York
1421,2012-01-01,36851,Madison County,New York
1422,2013-01-01,37120,Madison County,New York
1423,2014-01-01,38801,Madison County,New York
1424,2015-01-01,40449,Madison County,New York
1425,2016-01-01,41502,Madison County,New York
1426,2017-01-01,44139,Madison County,New York
1427,2018-01-01,44820,Madison County,New York
1428,2019-01-01,48065,Madison County,New York
1429,2020-01-01,51732,Madison County,New York
1430,2021-01-01,54766,Madison County,New York
1431,1969-01-01,4716,Monroe County,New York
1432,1970-01-01,4888,Monroe County,New York
1433,1971-01-01,5219,Monroe County,New York
1434,1972-01-01,5637,Monroe County,New York
1435,1973-01-01,6165,Monroe County,New York
1436,1974-01-01,6763,Monroe County,New York
1437,1975-01-01,7262,Monroe County,New York
1438,1976-01-01,7755,Monroe County,New York
1439,1977-01-01,8395,Monroe County,New York
1440,1978-01-01,9135,Monroe County,New York
1441,1979-01-01,10166,Monroe County,New York
1442,1980-01-01,11433,Monroe County,New York
1443,1981-01-01,12798,Monroe County,New York
1444,1982-01-01,13845,Monroe County,New York
1445,1983-01-01,14440,Monroe County,New York
1446,1984-01-01,15902,Monroe County,New York
1447,1985-01-01,17082,Monroe County,New York
1448,1986-01-01,17971,Monroe County,New York
1449,1987-01-01,18587,Monroe County,New York
1450,1988-01-01,20063,Monroe County,New York
1451,1989-01-01,21813,Monroe County,New York
1452,1990-01-01,22352,Monroe County,New York
1453,1991-01-01,23055,Monroe County,New York
1454,1992-01-01,23864,Monroe County,New York
1455,1993-01-01,24280,Monroe County,New York
1456,1994-01-01,24884,Monroe County,New York
1457,1995-01-01,26086,Monroe County,New York
1458,1996-01-01,27100,Monroe County,New York
1459,1997-01-01,28173,Monroe County,New York
1460,1998-01-01,29464,Monroe County,New York
1461,1999-01-01,30516,Monroe County,New York
1462,2000-01-01,31934,Monroe County,New York
1463,2001-01-01,32717,Monroe County,New York
1464,2002-01-01,32888,Monroe County,New York
1465,2003-01-01,33208,Monroe County,New York
1466,2004-01-01,34320,Monroe County,New York
1467,2005-01-01,34881,Monroe County,New York
1468,2006-01-01,36313,Monroe County,New York
1469,2007-01-01,38136,Monroe County,New York
1470,2008-01-01,40195,Monroe County,New York
1471,2009-01-01,40104,Monroe County,New York
1472,2010-01-01,41584,Monroe County,New York
1473,2011-01-01,43220,Monroe County,New York
1474,2012-01-01,45418,Monroe County,New York
1475,2013-01-01,44568,Monroe County,New York
1476,2014-01-01,45227,Monroe County,New York
1477,2015-01-01,47415,Monroe County,New York
1478,2016-01-01,47987,Monroe County,New York
1479,2017-01-01,49974,Monroe County,New York
1480,2018-01-01,51014,Monroe County,New York
1481,2019-01-01,53057,Monroe County,New York
1482,2020-01-01,57252,Monroe County,New York
1483,2021-01-01,60046,Monroe County,New York
1484,1969-01-01,3572,Montgomery County,New York
1485,1970-01-01,3852,Montgomery County,New York
1486,1971-01-01,4108,Montgomery County,New York
1487,1972-01-01,4348,Montgomery County,New York
1488,1973-01-01,4625,Montgomery County,New York
1489,1974-01-01,5017,Montgomery County,New York
1490,1975-01-01,5507,Montgomery County,New York
1491,1976-01-01,5869,Montgomery County,New York
1492,1977-01-01,6440,Montgomery County,New York
1493,1978-01-01,6923,Montgomery County,New York
1494,1979-01-01,7688,Montgomery County,New York
1495,1980-01-01,8579,Montgomery County,New York
1496,1981-01-01,9552,Montgomery County,New York
1497,1982-01-01,10212,Montgomery County,New York
1498,1983-01-01,11010,Montgomery County,New York
1499,1984-01-01,11826,Montgomery County,New York
1500,1985-01-01,12494,Montgomery County,New York
1501,1986-01-01,13317,Montgomery County,New York
1502,1987-01-01,14147,Montgomery County,New York
1503,1988-01-01,14763,Montgomery County,New York
1504,1989-01-01,15986,Montgomery County,New York
1505,1990-01-01,16850,Montgomery County,New York
1506,1991-01-01,17382,Montgomery County,New York
1507,1992-01-01,18327,Montgomery County,New York
1508,1993-01-01,18793,Montgomery County,New York
1509,1994-01-01,19435,Montgomery County,New York
1510,1995-01-01,20061,Montgomery County,New York
1511,1996-01-01,20341,Montgomery County,New York
1512,1997-01-01,21232,Montgomery County,New York
1513,1998-01-01,22452,Montgomery County,New York
1514,1999-01-01,23360,Montgomery County,New York
1515,2000-01-01,24859,Montgomery County,New York
1516,2001-01-01,26274,Montgomery County,New York
1517,2002-01-01,27432,Montgomery County,New York
1518,2003-01-01,28792,Montgomery County,New York
1519,2004-01-01,29216,Montgomery County,New York
1520,2005-01-01,29419,Montgomery County,New York
1521,2006-01-01,30608,Montgomery County,New York
1522,2007-01-01,32047,Montgomery County,New York
1523,2008-01-01,33126,Montgomery County,New York
1524,2009-01-01,33303,Montgomery County,New York
1525,2010-01-01,34539,Montgomery County,New York
1526,2011-01-01,35076,Montgomery County,New York
1527,2012-01-01,35351,Montgomery County,New York
1528,2013-01-01,35962,Montgomery County,New York
1529,2014-01-01,36052,Montgomery County,New York
1530,2015-01-01,37470,Montgomery County,New York
1531,2016-01-01,38615,Montgomery County,New York
1532,2017-01-01,40471,Montgomery County,New York
1533,2018-01-01,40280,Montgomery County,New York
1534,2019-01-01,42045,Montgomery County,New York
1535,2020-01-01,46018,Montgomery County,New York
1536,2021-01-01,48821,Montgomery County,New York
1537,1969-01-01,5762,Nassau County,New York
1538,1970-01-01,6101,Nassau County,New York
1539,1971-01-01,6550,Nassau County,New York
1540,1972-01-01,7089,Nassau County,New York
1541,1973-01-01,7663,Nassau County,New York
1542,1974-01-01,8406,Nassau County,New York
1543,1975-01-01,9062,Nassau County,New York
1544,1976-01-01,9688,Nassau County,New York
1545,1977-01-01,10634,Nassau County,New York
1546,1978-01-01,11824,Nassau County,New York
1547,1979-01-01,13179,Nassau County,New York
1548,1980-01-01,14830,Nassau County,New York
1549,1981-01-01,16655,Nassau County,New York
1550,1982-01-01,18072,Nassau County,New York
1551,1983-01-01,19290,Nassau County,New York
1552,1984-01-01,21755,Nassau County,New York
1553,1985-01-01,23138,Nassau County,New York
1554,1986-01-01,24352,Nassau County,New York
1555,1987-01-01,26151,Nassau County,New York
1556,1988-01-01,28345,Nassau County,New York
1557,1989-01-01,31041,Nassau County,New York
1558,1990-01-01,32380,Nassau County,New York
1559,1991-01-01,32256,Nassau County,New York
1560,1992-01-01,33886,Nassau County,New York
1561,1993-01-01,34807,Nassau County,New York
1562,1994-01-01,35727,Nassau County,New York
1563,1995-01-01,37382,Nassau County,New York
1564,1996-01-01,39470,Nassau County,New York
1565,1997-01-01,41863,Nassau County,New York
1566,1998-01-01,44204,Nassau County,New York
1567,1999-01-01,45850,Nassau County,New York
1568,2000-01-01,48893,Nassau County,New York
1569,2001-01-01,50906,Nassau County,New York
1570,2002-01-01,50468,Nassau County,New York
1571,2003-01-01,51183,Nassau County,New York
1572,2004-01-01,53464,Nassau County,New York
1573,2005-01-01,56483,Nassau County,New York
1574,2006-01-01,60202,Nassau County,New York
1575,2007-01-01,63964,Nassau County,New York
1576,2008-01-01,65791,Nassau County,New York
1577,2009-01-01,63335,Nassau County,New York
1578,2010-01-01,66037,Nassau County,New York
1579,2011-01-01,68708,Nassau County,New York
1580,2012-01-01,73543,Nassau County,New York
1581,2013-01-01,72250,Nassau County,New York
1582,2014-01-01,75003,Nassau County,New York
1583,2015-01-01,78025,Nassau County,New York
1584,2016-01-01,79933,Nassau County,New York
1585,2017-01-01,83722,Nassau County,New York
1586,2018-01-01,86556,Nassau County,New York
1587,2019-01-01,89713,Nassau County,New York
1588,2020-01-01,93715,Nassau County,New York
1589,2021-01-01,99597,Nassau County,New York
1590,1969-01-01,7841,New York County,New York
1591,1970-01-01,8509,New York County,New York
1592,1971-01-01,9128,New York County,New York
1593,1972-01-01,9770,New York County,New York
1594,1973-01-01,10218,New York County,New York
1595,1974-01-01,10969,New York County,New York
1596,1975-01-01,11840,New York County,New York
1597,1976-01-01,12591,New York County,New York
1598,1977-01-01,13875,New York County,New York
1599,1978-01-01,15467,New York County,New York
1600,1979-01-01,16711,New York County,New York
1601,1980-01-01,18174,New York County,New York
1602,1981-01-01,20152,New York County,New York
1603,1982-01-01,21747,New York County,New York
1604,1983-01-01,23983,New York County,New York
1605,1984-01-01,25687,New York County,New York
1606,1985-01-01,28259,New York County,New York
1607,1986-01-01,30685,New York County,New York
1608,1987-01-01,34745,New York County,New York
1609,1988-01-01,41126,New York County,New York
1610,1989-01-01,44237,New York County,New York
1611,1990-01-01,50091,New York County,New York
1612,1991-01-01,46357,New York County,New York
1613,1992-01-01,51236,New York County,New York
1614,1993-01-01,53117,New York County,New York
1615,1994-01-01,54535,New York County,New York
1616,1995-01-01,59088,New York County,New York
1617,1996-01-01,64417,New York County,New York
1618,1997-01-01,69236,New York County,New York
1619,1998-01-01,75331,New York County,New York
1620,1999-01-01,81135,New York County,New York
1621,2000-01-01,88652,New York County,New York
1622,2001-01-01,93511,New York County,New York
1623,2002-01-01,91080,New York County,New York
1624,2003-01-01,88589,New York County,New York
1625,2004-01-01,89669,New York County,New York
1626,2005-01-01,96253,New York County,New York
1627,2006-01-01,109802,New York County,New York
1628,2007-01-01,122920,New York County,New York
1629,2008-01-01,119586,New York County,New York
1630,2009-01-01,112998,New York County,New York
1631,2010-01-01,119049,New York County,New York
1632,2011-01-01,128465,New York County,New York
1633,2012-01-01,135389,New York County,New York
1634,2013-01-01,138904,New York County,New York
1635,2014-01-01,145864,New York County,New York
1636,2015-01-01,149160,New York County,New York
1637,2016-01-01,158512,New York County,New York
1638,2017-01-01,173001,New York County,New York
1639,2018-01-01,176343,New York County,New York
1640,2019-01-01,173525,New York County,New York
1641,2020-01-01,175327,New York County,New York
1642,2021-01-01,195543,New York County,New York
1643,1969-01-01,3842,Niagara County,New York
1644,1970-01-01,4021,Niagara County,New York
1645,1971-01-01,4408,Niagara County,New York
1646,1972-01-01,4671,Niagara County,New York
1647,1973-01-01,5087,Niagara County,New York
1648,1974-01-01,5548,Niagara County,New York
1649,1975-01-01,6040,Niagara County,New York
1650,1976-01-01,6554,Niagara County,New York
1651,1977-01-01,7295,Niagara County,New York
1652,1978-01-01,7887,Niagara County,New York
1653,1979-01-01,8838,Niagara County,New York
1654,1980-01-01,9670,Niagara County,New York
1655,1981-01-01,10521,Niagara County,New York
1656,1982-01-01,11123,Niagara County,New York
1657,1983-01-01,11883,Niagara County,New York
1658,1984-01-01,13166,Niagara County,New York
1659,1985-01-01,13914,Niagara County,New York
1660,1986-01-01,14571,Niagara County,New York
1661,1987-01-01,15080,Niagara County,New York
1662,1988-01-01,16112,Niagara County,New York
1663,1989-01-01,17146,Niagara County,New York
1664,1990-01-01,17952,Niagara County,New York
1665,1991-01-01,18442,Niagara County,New York
1666,1992-01-01,19234,Niagara County,New York
1667,1993-01-01,19603,Niagara County,New York
1668,1994-01-01,20285,Niagara County,New York
1669,1995-01-01,21076,Niagara County,New York
1670,1996-01-01,21780,Niagara County,New York
1671,1997-01-01,22614,Niagara County,New York
1672,1998-01-01,23282,Niagara County,New York
1673,1999-01-01,24187,Niagara County,New York
1674,2000-01-01,25197,Niagara County,New York
1675,2001-01-01,25799,Niagara County,New York
1676,2002-01-01,26371,Niagara County,New York
1677,2003-01-01,27355,Niagara County,New York
1678,2004-01-01,28332,Niagara County,New York
1679,2005-01-01,29116,Niagara County,New York
1680,2006-01-01,30865,Niagara County,New York
1681,2007-01-01,32342,Niagara County,New York
1682,2008-01-01,33747,Niagara County,New York
1683,2009-01-01,33979,Niagara County,New York
1684,2010-01-01,34797,Niagara County,New York
1685,2011-01-01,36428,Niagara County,New York
1686,2012-01-01,37170,Niagara County,New York
1687,2013-01-01,37614,Niagara County,New York
1688,2014-01-01,38498,Niagara County,New York
1689,2015-01-01,39965,Niagara County,New York
1690,2016-01-01,40915,Niagara County,New York
1691,2017-01-01,43033,Niagara County,New York
1692,2018-01-01,43815,Niagara County,New York
1693,2019-01-01,46393,Niagara County,New York
1694,2020-01-01,51017,Niagara County,New York
1695,2021-01-01,53137,Niagara County,New York
1696,1969-01-01,3595,Oneida County,New York
1697,1970-01-01,3863,Oneida County,New York
1698,1971-01-01,4124,Oneida County,New York
1699,1972-01-01,4372,Oneida County,New York
1700,1973-01-01,4860,Oneida County,New York
1701,1974-01-01,5285,Oneida County,New York
1702,1975-01-01,5763,Oneida County,New York
1703,1976-01-01,6159,Oneida County,New York
1704,1977-01-01,6612,Oneida County,New York
1705,1978-01-01,7224,Oneida County,New York
1706,1979-01-01,7932,Oneida County,New York
1707,1980-01-01,8941,Oneida County,New York
1708,1981-01-01,9922,Oneida County,New York
1709,1982-01-01,10820,Oneida County,New York
1710,1983-01-01,11434,Oneida County,New York
1711,1984-01-01,12563,Oneida County,New York
1712,1985-01-01,13266,Oneida County,New York
1713,1986-01-01,14039,Oneida County,New York
1714,1987-01-01,14687,Oneida County,New York
1715,1988-01-01,15611,Oneida County,New York
1716,1989-01-01,16724,Oneida County,New York
1717,1990-01-01,17641,Oneida County,New York
1718,1991-01-01,17893,Oneida County,New York
1719,1992-01-01,18858,Oneida County,New York
1720,1993-01-01,19381,Oneida County,New York
1721,1994-01-01,19852,Oneida County,New York
1722,1995-01-01,20620,Oneida County,New York
1723,1996-01-01,21278,Oneida County,New York
1724,1997-01-01,22338,Oneida County,New York
1725,1998-01-01,23364,Oneida County,New York
1726,1999-01-01,24433,Oneida County,New York
1727,2000-01-01,25632,Oneida County,New York
1728,2001-01-01,25928,Oneida County,New York
1729,2002-01-01,26061,Oneida County,New York
1730,2003-01-01,26888,Oneida County,New York
1731,2004-01-01,28213,Oneida County,New York
1732,2005-01-01,28926,Oneida County,New York
1733,2006-01-01,30559,Oneida County,New York
1734,2007-01-01,32637,Oneida County,New York
1735,2008-01-01,34107,Oneida County,New York
1736,2009-01-01,34700,Oneida County,New York
1737,2010-01-01,35993,Oneida County,New York
1738,2011-01-01,36717,Oneida County,New York
1739,2012-01-01,37516,Oneida County,New York
1740,2013-01-01,37692,Oneida County,New York
1741,2014-01-01,38019,Oneida County,New York
1742,2015-01-01,39353,Oneida County,New York
1743,2016-01-01,40144,Oneida County,New York
1744,2017-01-01,42138,Oneida County,New York
1745,2018-01-01,43143,Oneida County,New York
1746,2019-01-01,46034,Oneida County,New York
1747,2020-01-01,49821,Oneida County,New York
1748,2021-01-01,53172,Oneida County,New York
1749,1969-01-01,3977,Onondaga County,New York
1750,1970-01-01,4219,Onondaga County,New York
1751,1971-01-01,4558,Onondaga County,New York
1752,1972-01-01,4912,Onondaga County,New York
1753,1973-01-01,5322,Onondaga County,New York
1754,1974-01-01,5843,Onondaga County,New York
1755,1975-01-01,6243,Onondaga County,New York
1756,1976-01-01,6671,Onondaga County,New York
1757,1977-01-01,7315,Onondaga County,New York
1758,1978-01-01,8040,Onondaga County,New York
1759,1979-01-01,9008,Onondaga County,New York
1760,1980-01-01,10060,Onondaga County,New York
1761,1981-01-01,11051,Onondaga County,New York
1762,1982-01-01,11942,Onondaga County,New York
1763,1983-01-01,12851,Onondaga County,New York
1764,1984-01-01,14226,Onondaga County,New York
1765,1985-01-01,15079,Onondaga County,New York
1766,1986-01-01,16059,Onondaga County,New York
1767,1987-01-01,16671,Onondaga County,New York
1768,1988-01-01,17878,Onondaga County,New York
1769,1989-01-01,19556,Onondaga County,New York
1770,1990-01-01,20421,Onondaga County,New York
1771,1991-01-01,20712,Onondaga County,New York
1772,1992-01-01,21745,Onondaga County,New York
1773,1993-01-01,22126,Onondaga County,New York
1774,1994-01-01,22726,Onondaga County,New York
1775,1995-01-01,23565,Onondaga County,New York
1776,1996-01-01,24374,Onondaga County,New York
1777,1997-01-01,25355,Onondaga County,New York
1778,1998-01-01,26726,Onondaga County,New York
1779,1999-01-01,27985,Onondaga County,New York
1780,2000-01-01,29564,Onondaga County,New York
1781,2001-01-01,29771,Onondaga County,New York
1782,2002-01-01,30357,Onondaga County,New York
1783,2003-01-01,31516,Onondaga County,New York
1784,2004-01-01,32982,Onondaga County,New York
1785,2005-01-01,33880,Onondaga County,New York
1786,2006-01-01,35566,Onondaga County,New York
1787,2007-01-01,37810,Onondaga County,New York
1788,2008-01-01,39076,Onondaga County,New York
1789,2009-01-01,39255,Onondaga County,New York
1790,2010-01-01,40240,Onondaga County,New York
1791,2011-01-01,41637,Onondaga County,New York
1792,2012-01-01,43146,Onondaga County,New York
1793,2013-01-01,43103,Onondaga County,New York
1794,2014-01-01,44219,Onondaga County,New York
1795,2015-01-01,46436,Onondaga County,New York
1796,2016-01-01,47020,Onondaga County,New York
1797,2017-01-01,49286,Onondaga County,New York
1798,2018-01-01,51015,Onondaga County,New York
1799,2019-01-01,52978,Onondaga County,New York
1800,2020-01-01,57760,Onondaga County,New York
1801,2021-01-01,60992,Onondaga County,New York
1802,1969-01-01,3866,Ontario County,New York
1803,1970-01-01,4129,Ontario County,New York
1804,1971-01-01,4377,Ontario County,New York
1805,1972-01-01,4685,Ontario County,New York
1806,1973-01-01,5144,Ontario County,New York
1807,1974-01-01,5621,Ontario County,New York
1808,1975-01-01,6068,Ontario County,New York
1809,1976-01-01,6462,Ontario County,New York
1810,1977-01-01,7017,Ontario County,New York
1811,1978-01-01,7447,Ontario County,New York
1812,1979-01-01,8312,Ontario County,New York
1813,1980-01-01,9401,Ontario County,New York
1814,1981-01-01,10482,Ontario County,New York
1815,1982-01-01,11374,Ontario County,New York
1816,1983-01-01,11978,Ontario County,New York
1817,1984-01-01,13147,Ontario County,New York
1818,1985-01-01,13988,Ontario County,New York
1819,1986-01-01,14895,Ontario County,New York
1820,1987-01-01,15809,Ontario County,New York
1821,1988-01-01,17177,Ontario County,New York
1822,1989-01-01,18783,Ontario County,New York
1823,1990-01-01,19875,Ontario County,New York
1824,1991-01-01,20281,Ontario County,New York
1825,1992-01-01,21277,Ontario County,New York
1826,1993-01-01,21769,Ontario County,New York
1827,1994-01-01,22426,Ontario County,New York
1828,1995-01-01,23506,Ontario County,New York
1829,1996-01-01,23822,Ontario County,New York
1830,1997-01-01,24764,Ontario County,New York
1831,1998-01-01,26505,Ontario County,New York
1832,1999-01-01,28092,Ontario County,New York
1833,2000-01-01,29273,Ontario County,New York
1834,2001-01-01,29767,Ontario County,New York
1835,2002-01-01,29590,Ontario County,New York
1836,2003-01-01,30557,Ontario County,New York
1837,2004-01-01,32304,Ontario County,New York
1838,2005-01-01,32996,Ontario County,New York
1839,2006-01-01,34500,Ontario County,New York
1840,2007-01-01,36642,Ontario County,New York
1841,2008-01-01,38164,Ontario County,New York
1842,2009-01-01,38277,Ontario County,New York
1843,2010-01-01,39821,Ontario County,New York
1844,2011-01-01,41708,Ontario County,New York
1845,2012-01-01,43087,Ontario County,New York
1846,2013-01-01,44132,Ontario County,New York
1847,2014-01-01,45807,Ontario County,New York
1848,2015-01-01,49242,Ontario County,New York
1849,2016-01-01,49110,Ontario County,New York
1850,2017-01-01,51339,Ontario County,New York
1851,2018-01-01,52086,Ontario County,New York
1852,2019-01-01,55262,Ontario County,New York
1853,2020-01-01,59177,Ontario County,New York
1854,2021-01-01,62051,Ontario County,New York
1855,1969-01-01,4025,Orange County,New York
1856,1970-01-01,4260,Orange County,New York
1857,1971-01-01,4703,Orange County,New York
1858,1972-01-01,5219,Orange County,New York
1859,1973-01-01,5631,Orange County,New York
1860,1974-01-01,6011,Orange County,New York
1861,1975-01-01,6466,Orange County,New York
1862,1976-01-01,6976,Orange County,New York
1863,1977-01-01,7472,Orange County,New York
1864,1978-01-01,8141,Orange County,New York
1865,1979-01-01,8980,Orange County,New York
1866,1980-01-01,10078,Orange County,New York
1867,1981-01-01,11313,Orange County,New York
1868,1982-01-01,12285,Orange County,New York
1869,1983-01-01,13112,Orange County,New York
1870,1984-01-01,14321,Orange County,New York
1871,1985-01-01,15241,Orange County,New York
1872,1986-01-01,16161,Orange County,New York
1873,1987-01-01,17062,Orange County,New York
1874,1988-01-01,18224,Orange County,New York
1875,1989-01-01,19540,Orange County,New York
1876,1990-01-01,20182,Orange County,New York
1877,1991-01-01,20700,Orange County,New York
1878,1992-01-01,21611,Orange County,New York
1879,1993-01-01,21836,Orange County,New York
1880,1994-01-01,22372,Orange County,New York
1881,1995-01-01,23077,Orange County,New York
1882,1996-01-01,23843,Orange County,New York
1883,1997-01-01,24588,Orange County,New York
1884,1998-01-01,26143,Orange County,New York
1885,1999-01-01,27555,Orange County,New York
1886,2000-01-01,28938,Orange County,New York
1887,2001-01-01,29778,Orange County,New York
1888,2002-01-01,30221,Orange County,New York
1889,2003-01-01,31553,Orange County,New York
1890,2004-01-01,33072,Orange County,New York
1891,2005-01-01,34388,Orange County,New York
1892,2006-01-01,36351,Orange County,New York
1893,2007-01-01,38544,Orange County,New York
1894,2008-01-01,40199,Orange County,New York
1895,2009-01-01,39487,Orange County,New York
1896,2010-01-01,40240,Orange County,New York
1897,2011-01-01,41794,Orange County,New York
1898,2012-01-01,43118,Orange County,New York
1899,2013-01-01,43826,Orange County,New York
1900,2014-01-01,44662,Orange County,New York
1901,2015-01-01,46267,Orange County,New York
1902,2016-01-01,46762,Orange County,New York
1903,2017-01-01,48588,Orange County,New York
1904,2018-01-01,49491,Orange County,New York
1905,2019-01-01,51803,Orange County,New York
1906,2020-01-01,55348,Orange County,New York
1907,2021-01-01,58883,Orange County,New York
1908,1969-01-01,3744,Orleans County,New York
1909,1970-01-01,3889,Orleans County,New York
1910,1971-01-01,4098,Orleans County,New York
1911,1972-01-01,4312,Orleans County,New York
1912,1973-01-01,4880,Orleans County,New York
1913,1974-01-01,5349,Orleans County,New York
1914,1975-01-01,5800,Orleans County,New York
1915,1976-01-01,6030,Orleans County,New York
1916,1977-01-01,6671,Orleans County,New York
1917,1978-01-01,7198,Orleans County,New York
1918,1979-01-01,7974,Orleans County,New York
1919,1980-01-01,8886,Orleans County,New York
1920,1981-01-01,9802,Orleans County,New York
1921,1982-01-01,10471,Orleans County,New York
1922,1983-01-01,10709,Orleans County,New York
1923,1984-01-01,12004,Orleans County,New York
1924,1985-01-01,12672,Orleans County,New York
1925,1986-01-01,13309,Orleans County,New York
1926,1987-01-01,13657,Orleans County,New York
1927,1988-01-01,14473,Orleans County,New York
1928,1989-01-01,15284,Orleans County,New York
1929,1990-01-01,15912,Orleans County,New York
1930,1991-01-01,16590,Orleans County,New York
1931,1992-01-01,16623,Orleans County,New York
1932,1993-01-01,17194,Orleans County,New York
1933,1994-01-01,17942,Orleans County,New York
1934,1995-01-01,18447,Orleans County,New York
1935,1996-01-01,18684,Orleans County,New York
1936,1997-01-01,19417,Orleans County,New York
1937,1998-01-01,19839,Orleans County,New York
1938,1999-01-01,20542,Orleans County,New York
1939,2000-01-01,21880,Orleans County,New York
1940,2001-01-01,22229,Orleans County,New York
1941,2002-01-01,22506,Orleans County,New York
1942,2003-01-01,23476,Orleans County,New York
1943,2004-01-01,24580,Orleans County,New York
1944,2005-01-01,25239,Orleans County,New York
1945,2006-01-01,25885,Orleans County,New York
