FIPS Code,Geography,Year,Program Type,Population
36071,Orange County,1970,Census Base Population,221657
36071,Orange County,1980,Census Base Population,259603
36071,Orange County,1990,Census Base Population,307571
36071,Orange County,2000,Census Base Population,341397
36071,Orange County,2010,Census Base Population,372823
36071,Orange County,2020,Census Base Population,401310
36073,Orleans County,1970,Census Base Population,37305
36073,Orleans County,1980,Census Base Population,38496
36073,Orleans County,1990,Census Base Population,41846
36073,Orleans County,2000,Census Base Population,44184
36073,Orleans County,2010,Census Base Population,42891
36073,Orleans County,2020,Census Base Population,40343
36075,Oswego County,1970,Census Base Population,100897
36075,Oswego County,1980,Census Base Population,113901
36075,Oswego County,1990,Census Base Population,121785
36075,Oswego County,2000,Census Base Population,122387
36075,Oswego County,2010,Census Base Population,122109
36075,Oswego County,2020,Census Base Population,117525
36077,Otsego County,1970,Census Base Population,56181
36077,Otsego County,1980,Census Base Population,59075
36077,Otsego County,1990,Census Base Population,60390
36077,Otsego County,2000,Census Base Population,61692
36077,Otsego County,2010,Census Base Population,62278
36077,Otsego County,2020,Census Base Population,58524
36079,Putnam County,1970,Census Base Population,56696
36079,Putnam County,1980,Census Base Population,77193
36079,Putnam County,1990,Census Base Population,83941
36079,Putnam County,2000,Census Base Population,95731
36079,Putnam County,2010,Census Base Population,99633
36079,Putnam County,2020,Census Base Population,97668
36081,Queens County,1970,Census Base Population,1987174
36081,Queens County,1980,Census Base Population,1891325
36081,Queens County,1990,Census Base Population,1951598
36081,Queens County,2000,Census Base Population,2229394
36081,Queens County,2010,Census Base Population,2230511
36081,Queens County,2020,Census Base Population,2405464
36083,Rensselaer County,1970,Census Base Population,152510
36083,Rensselaer County,1980,Census Base Population,151966
36083,Rensselaer County,1990,Census Base Population,154429
36083,Rensselaer County,2000,Census Base Population,152553
36083,Rensselaer County,2010,Census Base Population,159435
36083,Rensselaer County,2020,Census Base Population,161130
36085,Richmond County,1970,Census Base Population,295443
36085,Richmond County,1980,Census Base Population,352029
36085,Richmond County,1990,Census Base Population,378977
36085,Richmond County,2000,Census Base Population,443762
36085,Richmond County,2010,Census Base Population,468730
36085,Richmond County,2020,Census Base Population,495747
36087,Rockland County,1970,Census Base Population,229903
36087,Rockland County,1980,Census Base Population,259530
36087,Rockland County,1990,Census Base Population,265475
36087,Rockland County,2000,Census Base Population,286794
36087,Rockland County,2010,Census Base Population,311691
36087,Rockland County,2020,Census Base Population,338329
36091,Saratoga County,1970,Census Base Population,121764
36091,Saratoga County,1980,Census Base Population,153759
36091,Saratoga County,1990,Census Base Population,181276
36091,Saratoga County,2000,Census Base Population,200626
36091,Saratoga County,2010,Census Base Population,219598
36091,Saratoga County,2020,Census Base Population,235509
36093,Schenectady County,1970,Census Base Population,161078
36093,Schenectady County,1980,Census Base Population,149946
36093,Schenectady County,1990,Census Base Population,149285
36093,Schenectady County,2000,Census Base Population,146652
36093,Schenectady County,2010,Census Base Population,154758
36093,Schenectady County,2020,Census Base Population,158061
36095,Schoharie County,1970,Census Base Population,24750
36095,Schoharie County,1980,Census Base Population,29710
36095,Schoharie County,1990,Census Base Population,31840
36095,Schoharie County,2000,Census Base Population,31488
36095,Schoharie County,2010,Census Base Population,32723
36095,Schoharie County,2020,Census Base Population,29714
36097,Schuyler County,1970,Census Base Population,16737
36097,Schuyler County,1980,Census Base Population,17686
36097,Schuyler County,1990,Census Base Population,18662
36097,Schuyler County,2000,Census Base Population,19188
36097,Schuyler County,2010,Census Base Population,18369
36097,Schuyler County,2020,Census Base Population,17898
36099,Seneca County,1970,Census Base Population,35083
36099,Seneca County,1980,Census Base Population,33733
36099,Seneca County,1990,Census Base Population,33683
36099,Seneca County,2000,Census Base Population,33319
36099,Seneca County,2010,Census Base Population,35253
36099,Seneca County,2020,Census Base Population,33814
36089,St. Lawrence County,1970,Census Base Population,112309
36089,St. Lawrence County,1980,Census Base Population,114347
36089,St. Lawrence County,1990,Census Base Population,111974
36089,St. Lawrence County,2000,Census Base Population,111922
36089,St. Lawrence County,2010,Census Base Population,111941
36089,St. Lawrence County,2020,Census Base Population,108505
36101,Steuben County,1970,Census Base Population,99546
36101,Steuben County,1980,Census Base Population,99217
36101,Steuben County,1990,Census Base Population,99088
36101,Steuben County,2000,Census Base Population,98681
36101,Steuben County,2010,Census Base Population,98946
36101,Steuben County,2020,Census Base Population,93584
36103,Suffolk County,1970,Census Base Population,1127030
36103,Suffolk County,1980,Census Base Population,1284231
36103,Suffolk County,1990,Census Base Population,1321339
36103,Suffolk County,2000,Census Base Population,1419379
36103,Suffolk County,2010,Census Base Population,1493116
36103,Suffolk County,2020,Census Base Population,1525920
36105,Sullivan County,1970,Census Base Population,52580
36105,Sullivan County,1980,Census Base Population,65155
36105,Sullivan County,1990,Census Base Population,69277
36105,Sullivan County,2000,Census Base Population,73885
36105,Sullivan County,2010,Census Base Population,77504
36105,Sullivan County,2020,Census Base Population,78624
36107,Tioga County,1970,Census Base Population,46513
36107,Tioga County,1980,Census Base Population,49812
36107,Tioga County,1990,Census Base Population,52337
36107,Tioga County,2000,Census Base Population,51883
36107,Tioga County,2010,Census Base Population,51052
36107,Tioga County,2020,Census Base Population,48455
36109,Tompkins County,1970,Census Base Population,77064
36109,Tompkins County,1980,Census Base Population,87085
36109,Tompkins County,1990,Census Base Population,94097
36109,Tompkins County,2000,Census Base Population,96487
36109,Tompkins County,2010,Census Base Population,101581
36109,Tompkins County,2020,Census Base Population,105740
36111,Ulster County,1970,Census Base Population,141241
36111,Ulster County,1980,Census Base Population,158158
36111,Ulster County,1990,Census Base Population,165380
36111,Ulster County,2000,Census Base Population,177726
36111,Ulster County,2010,Census Base Population,182522
36111,Ulster County,2020,Census Base Population,181851
36113,Warren County,1970,Census Base Population,49402
36113,Warren County,1980,Census Base Population,54854
36113,Warren County,1990,Census Base Population,59209
36113,Warren County,2000,Census Base Population,63263
36113,Warren County,2010,Census Base Population,65698
36113,Warren County,2020,Census Base Population,65737
36115,Washington County,1970,Census Base Population,52725
36115,Washington County,1980,Census Base Population,54795
36115,Washington County,1990,Census Base Population,59330
36115,Washington County,2000,Census Base Population,61032
36115,Washington County,2010,Census Base Population,63254
36115,Washington County,2020,Census Base Population,61302
36117,Wayne County,1970,Census Base Population,79404
36117,Wayne County,1980,Census Base Population,84581
36117,Wayne County,1990,Census Base Population,89123
36117,Wayne County,2000,Census Base Population,93779
36117,Wayne County,2010,Census Base Population,93751
36117,Wayne County,2020,Census Base Population,91283
36119,Westchester County,1970,Census Base Population,894406
36119,Westchester County,1980,Census Base Population,866599
36119,Westchester County,1990,Census Base Population,874866
36119,Westchester County,2000,Census Base Population,923621
36119,Westchester County,2010,Census Base Population,949376
36119,Westchester County,2020,Census Base Population,1004457
36121,Wyoming County,1970,Census Base Population,37688
36121,Wyoming County,1980,Census Base Population,39895
36121,Wyoming County,1990,Census Base Population,42507
36121,Wyoming County,2000,Census Base Population,43462
36121,Wyoming County,2010,Census Base Population,42154
36121,Wyoming County,2020,Census Base Population,40531
36123,Yates County,1970,Census Base Population,19831
36123,Yates County,1980,Census Base Population,21459
36123,Yates County,1990,Census Base Population,22810
36123,Yates County,2000,Census Base Population,24591
36123,Yates County,2010,Census Base Population,25364
36123,Yates County,2020,Census Base Population,24774
36001,Albany County,2010,Postcensal Population Estimate,304085
36001,Albany County,2011,Postcensal Population Estimate,304627
36001,Albany County,2012,Postcensal Population Estimate,305776
36001,Albany County,2013,Postcensal Population Estimate,306661
36001,Albany County,2014,Postcensal Population Estimate,307246
36001,Albany County,2015,Postcensal Population Estimate,307521
36001,Albany County,2016,Postcensal Population Estimate,307810
36001,Albany County,2017,Postcensal Population Estimate,307919
36001,Albany County,2018,Postcensal Population Estimate,306691
36001,Albany County,2019,Postcensal Population Estimate,304752
36001,Albany County,2020,Postcensal Population Estimate,314368
36001,Albany County,2021,Postcensal Population Estimate,313743
36003,Allegany County,2010,Postcensal Population Estimate,48973
36003,Allegany County,2011,Postcensal Population Estimate,48808
36003,Allegany County,2012,Postcensal Population Estimate,48221
36003,Allegany County,2013,Postcensal Population Estimate,47918
36003,Allegany County,2014,Postcensal Population Estimate,47671
36003,Allegany County,2015,Postcensal Population Estimate,47352
36003,Allegany County,2016,Postcensal Population Estimate,47063
36003,Allegany County,2017,Postcensal Population Estimate,46669
36003,Allegany County,2018,Postcensal Population Estimate,46286
36003,Allegany County,2019,Postcensal Population Estimate,45915
36003,Allegany County,2020,Postcensal Population Estimate,46373
36003,Allegany County,2021,Postcensal Population Estimate,46106
36005,Bronx County,2010,Postcensal Population Estimate,1386929
36005,Bronx County,2011,Postcensal Population Estimate,1396954
36005,Bronx County,2012,Postcensal Population Estimate,1411087
36005,Bronx County,2013,Postcensal Population Estimate,1421498
36005,Bronx County,2014,Postcensal Population Estimate,1430474
36005,Bronx County,2015,Postcensal Population Estimate,1439480
36005,Bronx County,2016,Postcensal Population Estimate,1443678
36005,Bronx County,2017,Postcensal Population Estimate,1439956
36005,Bronx County,2018,Postcensal Population Estimate,1432316
36005,Bronx County,2019,Postcensal Population Estimate,1418187
36005,Bronx County,2020,Postcensal Population Estimate,1466438
36005,Bronx County,2021,Postcensal Population Estimate,1424948
36007,Broome County,2010,Postcensal Population Estimate,200474
36007,Broome County,2011,Postcensal Population Estimate,199367
36007,Broome County,2012,Postcensal Population Estimate,198689
36007,Broome County,2013,Postcensal Population Estimate,197953
36007,Broome County,2014,Postcensal Population Estimate,197295
36007,Broome County,2015,Postcensal Population Estimate,195981
36007,Broome County,2016,Postcensal Population Estimate,194575
36007,Broome County,2017,Postcensal Population Estimate,193255
36007,Broome County,2018,Postcensal Population Estimate,192222
36007,Broome County,2019,Postcensal Population Estimate,190737
36007,Broome County,2020,Postcensal Population Estimate,198199
36007,Broome County,2021,Postcensal Population Estimate,197240
36009,Cattaraugus County,2010,Postcensal Population Estimate,80220
36009,Cattaraugus County,2011,Postcensal Population Estimate,79820
36009,Cattaraugus County,2012,Postcensal Population Estimate,79354
36009,Cattaraugus County,2013,Postcensal Population Estimate,79003
36009,Cattaraugus County,2014,Postcensal Population Estimate,78690
36009,Cattaraugus County,2015,Postcensal Population Estimate,77941
36009,Cattaraugus County,2016,Postcensal Population Estimate,77711
36009,Cattaraugus County,2017,Postcensal Population Estimate,77199
36009,Cattaraugus County,2018,Postcensal Population Estimate,76748
36009,Cattaraugus County,2019,Postcensal Population Estimate,76230
36009,Cattaraugus County,2020,Postcensal Population Estimate,76907
36009,Cattaraugus County,2021,Postcensal Population Estimate,76426
36011,Cayuga County,2010,Postcensal Population Estimate,79905
36011,Cayuga County,2011,Postcensal Population Estimate,79707
36011,Cayuga County,2012,Postcensal Population Estimate,79524
36011,Cayuga County,2013,Postcensal Population Estimate,79112
36011,Cayuga County,2014,Postcensal Population Estimate,78782
36011,Cayuga County,2015,Postcensal Population Estimate,78323
36011,Cayuga County,2016,Postcensal Population Estimate,77696
36011,Cayuga County,2017,Postcensal Population Estimate,77495
36011,Cayuga County,2018,Postcensal Population Estimate,77121
36011,Cayuga County,2019,Postcensal Population Estimate,76450
36011,Cayuga County,2020,Postcensal Population Estimate,76095
36011,Cayuga County,2021,Postcensal Population Estimate,75880
36013,Chautauqua County,2010,Postcensal Population Estimate,134726
36013,Chautauqua County,2011,Postcensal Population Estimate,134227
36013,Chautauqua County,2012,Postcensal Population Estimate,133333
36013,Chautauqua County,2013,Postcensal Population Estimate,132884
36013,Chautauqua County,2014,Postcensal Population Estimate,131792
36013,Chautauqua County,2015,Postcensal Population Estimate,130582
36013,Chautauqua County,2016,Postcensal Population Estimate,129310
36013,Chautauqua County,2017,Postcensal Population Estimate,128424
36013,Chautauqua County,2018,Postcensal Population Estimate,127516
36013,Chautauqua County,2019,Postcensal Population Estimate,126636
36013,Chautauqua County,2020,Postcensal Population Estimate,127424
36013,Chautauqua County,2021,Postcensal Population Estimate,126807
36015,Chemung County,2010,Postcensal Population Estimate,88895
36015,Chemung County,2011,Postcensal Population Estimate,88916
36015,Chemung County,2012,Postcensal Population Estimate,89162
36015,Chemung County,2013,Postcensal Population Estimate,88230
36015,Chemung County,2014,Postcensal Population Estimate,87239
36015,Chemung County,2015,Postcensal Population Estimate,86771
36015,Chemung County,2016,Postcensal Population Estimate,85692
36015,Chemung County,2017,Postcensal Population Estimate,84825
36015,Chemung County,2018,Postcensal Population Estimate,84033
36015,Chemung County,2019,Postcensal Population Estimate,83404
36015,Chemung County,2020,Postcensal Population Estimate,83882
36015,Chemung County,2021,Postcensal Population Estimate,83045
36017,Chenango County,2010,Postcensal Population Estimate,50404
36017,Chenango County,2011,Postcensal Population Estimate,50196
36017,Chenango County,2012,Postcensal Population Estimate,49898
36017,Chenango County,2013,Postcensal Population Estimate,49489
36017,Chenango County,2014,Postcensal Population Estimate,49339
36017,Chenango County,2015,Postcensal Population Estimate,48794
36017,Chenango County,2016,Postcensal Population Estimate,48325
36017,Chenango County,2017,Postcensal Population Estimate,47842
36017,Chenango County,2018,Postcensal Population Estimate,47502
36017,Chenango County,2019,Postcensal Population Estimate,47234
36017,Chenango County,2020,Postcensal Population Estimate,47073
36017,Chenango County,2021,Postcensal Population Estimate,46537
36019,Clinton County,2010,Postcensal Population Estimate,82099
36019,Clinton County,2011,Postcensal Population Estimate,81735
36019,Clinton County,2012,Postcensal Population Estimate,81730
36019,Clinton County,2013,Postcensal Population Estimate,81544
36019,Clinton County,2014,Postcensal Population Estimate,81497
36019,Clinton County,2015,Postcensal Population Estimate,80759
36019,Clinton County,2016,Postcensal Population Estimate,80521
36019,Clinton County,2017,Postcensal Population Estimate,80595
36019,Clinton County,2018,Postcensal Population Estimate,80675
36019,Clinton County,2019,Postcensal Population Estimate,80031
36019,Clinton County,2020,Postcensal Population Estimate,79715
36019,Clinton County,2021,Postcensal Population Estimate,79596
36021,Columbia County,2010,Postcensal Population Estimate,63035
36021,Columbia County,2011,Postcensal Population Estimate,62532
36021,Columbia County,2012,Postcensal Population Estimate,62450
36021,Columbia County,2013,Postcensal Population Estimate,62153
36021,Columbia County,2014,Postcensal Population Estimate,61956
36021,Columbia County,2015,Postcensal Population Estimate,61451
36021,Columbia County,2016,Postcensal Population Estimate,60801
36021,Columbia County,2017,Postcensal Population Estimate,60312
36021,Columbia County,2018,Postcensal Population Estimate,59852
36021,Columbia County,2019,Postcensal Population Estimate,59582
36021,Columbia County,2020,Postcensal Population Estimate,61550
36021,Columbia County,2021,Postcensal Population Estimate,61778
36023,Cortland County,2010,Postcensal Population Estimate,49277
36023,Cortland County,2011,Postcensal Population Estimate,49382
36023,Cortland County,2012,Postcensal Population Estimate,49028
36023,Cortland County,2013,Postcensal Population Estimate,48913
36023,Cortland County,2014,Postcensal Population Estimate,48747
36023,Cortland County,2015,Postcensal Population Estimate,48299
36023,Cortland County,2016,Postcensal Population Estimate,47950
36023,Cortland County,2017,Postcensal Population Estimate,47834
36023,Cortland County,2018,Postcensal Population Estimate,47721
36023,Cortland County,2019,Postcensal Population Estimate,47410
36023,Cortland County,2020,Postcensal Population Estimate,46723
36023,Cortland County,2021,Postcensal Population Estimate,46311
36025,Delaware County,2010,Postcensal Population Estimate,47888
36025,Delaware County,2011,Postcensal Population Estimate,47584
36025,Delaware County,2012,Postcensal Population Estimate,47217
36025,Delaware County,2013,Postcensal Population Estimate,46806
36025,Delaware County,2014,Postcensal Population Estimate,46567
36025,Delaware County,2015,Postcensal Population Estimate,45895
36025,Delaware County,2016,Postcensal Population Estimate,45399
36025,Delaware County,2017,Postcensal Population Estimate,45061
36025,Delaware County,2018,Postcensal Population Estimate,44624
36025,Delaware County,2019,Postcensal Population Estimate,44356
36025,Delaware County,2020,Postcensal Population Estimate,44186
36025,Delaware County,2021,Postcensal Population Estimate,44378
36027,Dutchess County,2010,Postcensal Population Estimate,297721
36027,Dutchess County,2011,Postcensal Population Estimate,298141
36027,Dutchess County,2012,Postcensal Population Estimate,297028
36027,Dutchess County,2013,Postcensal Population Estimate,296292
36027,Dutchess County,2014,Postcensal Population Estimate,295162
36027,Dutchess County,2015,Postcensal Population Estimate,294105
36027,Dutchess County,2016,Postcensal Population Estimate,293065
36027,Dutchess County,2017,Postcensal Population Estimate,293512
36027,Dutchess County,2018,Postcensal Population Estimate,293814
36027,Dutchess County,2019,Postcensal Population Estimate,293934
36027,Dutchess County,2020,Postcensal Population Estimate,295742
36027,Dutchess County,2021,Postcensal Population Estimate,297112
36029,Erie County,2010,Postcensal Population Estimate,919160
36029,Erie County,2011,Postcensal Population Estimate,919901
36029,Erie County,2012,Postcensal Population Estimate,919998
36029,Erie County,2013,Postcensal Population Estimate,921015
36029,Erie County,2014,Postcensal Population Estimate,921934
36029,Erie County,2015,Postcensal Population Estimate,920858
36029,Erie County,2016,Postcensal Population Estimate,918992
36029,Erie County,2017,Postcensal Population Estimate,919378
36029,Erie County,2018,Postcensal Population Estimate,919941
36029,Erie County,2019,Postcensal Population Estimate,918813
36029,Erie County,2020,Postcensal Population Estimate,953254
36029,Erie County,2021,Postcensal Population Estimate,950683
36031,Essex County,2010,Postcensal Population Estimate,39359
36031,Essex County,2011,Postcensal Population Estimate,39277
36031,Essex County,2012,Postcensal Population Estimate,38884
36031,Essex County,2013,Postcensal Population Estimate,38610
36031,Essex County,2014,Postcensal Population Estimate,38333
36031,Essex County,2015,Postcensal Population Estimate,37973
36031,Essex County,2016,Postcensal Population Estimate,37695
36031,Essex County,2017,Postcensal Population Estimate,37521
36031,Essex County,2018,Postcensal Population Estimate,37309
36031,Essex County,2019,Postcensal Population Estimate,36987
36031,Essex County,2020,Postcensal Population Estimate,37336
36031,Essex County,2021,Postcensal Population Estimate,37268
36033,Franklin County,2010,Postcensal Population Estimate,51642
36033,Franklin County,2011,Postcensal Population Estimate,51544
36033,Franklin County,2012,Postcensal Population Estimate,51791
36033,Franklin County,2013,Postcensal Population Estimate,51222
36033,Franklin County,2014,Postcensal Population Estimate,51110
36033,Franklin County,2015,Postcensal Population Estimate,50552
36033,Franklin County,2016,Postcensal Population Estimate,51073
36033,Franklin County,2017,Postcensal Population Estimate,50478
36033,Franklin County,2018,Postcensal Population Estimate,50325
36033,Franklin County,2019,Postcensal Population Estimate,50102
36033,Franklin County,2020,Postcensal Population Estimate,47527
36033,Franklin County,2021,Postcensal Population Estimate,47456
36035,Fulton County,2010,Postcensal Population Estimate,55453
36035,Fulton County,2011,Postcensal Population Estimate,55116
36035,Fulton County,2012,Postcensal Population Estimate,54851
36035,Fulton County,2013,Postcensal Population Estimate,54353
36035,Fulton County,2014,Postcensal Population Estimate,53940
36035,Fulton County,2015,Postcensal Population Estimate,53812
36035,Fulton County,2016,Postcensal Population Estimate,53643
36035,Fulton County,2017,Postcensal Population Estimate,53815
36035,Fulton County,2018,Postcensal Population Estimate,53654
36035,Fulton County,2019,Postcensal Population Estimate,53336
36035,Fulton County,2020,Postcensal Population Estimate,53160
36035,Fulton County,2021,Postcensal Population Estimate,53116
36037,Genesee County,2010,Postcensal Population Estimate,59932
36037,Genesee County,2011,Postcensal Population Estimate,59894
36037,Genesee County,2012,Postcensal Population Estimate,59684
36037,Genesee County,2013,Postcensal Population Estimate,59127
36037,Genesee County,2014,Postcensal Population Estimate,58745
36037,Genesee County,2015,Postcensal Population Estimate,58488
36037,Genesee County,2016,Postcensal Population Estimate,58024
36037,Genesee County,2017,Postcensal Population Estimate,57828
36037,Genesee County,2018,Postcensal Population Estimate,57509
36037,Genesee County,2019,Postcensal Population Estimate,57414
36037,Genesee County,2020,Postcensal Population Estimate,58258
36037,Genesee County,2021,Postcensal Population Estimate,57853
36039,Greene County,2010,Postcensal Population Estimate,49137
36039,Greene County,2011,Postcensal Population Estimate,48858
36039,Greene County,2012,Postcensal Population Estimate,48589
36039,Greene County,2013,Postcensal Population Estimate,48308
36039,Greene County,2014,Postcensal Population Estimate,47963
36039,Greene County,2015,Postcensal Population Estimate,47621
36039,Greene County,2016,Postcensal Population Estimate,47481
36039,Greene County,2017,Postcensal Population Estimate,47403
36039,Greene County,2018,Postcensal Population Estimate,47401
36039,Greene County,2019,Postcensal Population Estimate,47211
36039,Greene County,2020,Postcensal Population Estimate,47890
36039,Greene County,2021,Postcensal Population Estimate,48499
36041,Hamilton County,2010,Postcensal Population Estimate,4852
36041,Hamilton County,2011,Postcensal Population Estimate,4827
36041,Hamilton County,2012,Postcensal Population Estimate,4803
36041,Hamilton County,2013,Postcensal Population Estimate,4766
36041,Hamilton County,2014,Postcensal Population Estimate,4701
36041,Hamilton County,2015,Postcensal Population Estimate,4700
36041,Hamilton County,2016,Postcensal Population Estimate,4558
36041,Hamilton County,2017,Postcensal Population Estimate,4477
36041,Hamilton County,2018,Postcensal Population Estimate,4453
36041,Hamilton County,2019,Postcensal Population Estimate,4438
36041,Hamilton County,2020,Postcensal Population Estimate,5078
36041,Hamilton County,2021,Postcensal Population Estimate,5119
36043,Herkimer County,2010,Postcensal Population Estimate,64470
36043,Herkimer County,2011,Postcensal Population Estimate,64388
36043,Herkimer County,2012,Postcensal Population Estimate,64232
36043,Herkimer County,2013,Postcensal Population Estimate,63888
36043,Herkimer County,2014,Postcensal Population Estimate,63393
36043,Herkimer County,2015,Postcensal Population Estimate,62659
36043,Herkimer County,2016,Postcensal Population Estimate,62434
36043,Herkimer County,2017,Postcensal Population Estimate,62193
36043,Herkimer County,2018,Postcensal Population Estimate,61760
36043,Herkimer County,2019,Postcensal Population Estimate,61356
36043,Herkimer County,2020,Postcensal Population Estimate,60007
36043,Herkimer County,2021,Postcensal Population Estimate,59937
36045,Jefferson County,2010,Postcensal Population Estimate,116609
36045,Jefferson County,2011,Postcensal Population Estimate,117809
36045,Jefferson County,2012,Postcensal Population Estimate,120335
36045,Jefferson County,2013,Postcensal Population Estimate,118617
36045,Jefferson County,2014,Postcensal Population Estimate,118121
36045,Jefferson County,2015,Postcensal Population Estimate,116539
36045,Jefferson County,2016,Postcensal Population Estimate,113280
36045,Jefferson County,2017,Postcensal Population Estimate,113488
36045,Jefferson County,2018,Postcensal Population Estimate,112266
36045,Jefferson County,2019,Postcensal Population Estimate,110143
36045,Jefferson County,2020,Postcensal Population Estimate,116134
36045,Jefferson County,2021,Postcensal Population Estimate,116295
36047,Kings County,2010,Postcensal Population Estimate,2509954
36047,Kings County,2011,Postcensal Population Estimate,2540918
36047,Kings County,2012,Postcensal Population Estimate,2568538
36047,Kings County,2013,Postcensal Population Estimate,2587759
36047,Kings County,2014,Postcensal Population Estimate,2601527
36047,Kings County,2015,Postcensal Population Estimate,2608797
36047,Kings County,2016,Postcensal Population Estimate,2608146
36047,Kings County,2017,Postcensal Population Estimate,2594357
36047,Kings County,2018,Postcensal Population Estimate,2580088
36047,Kings County,2019,Postcensal Population Estimate,2562329
36047,Kings County,2020,Postcensal Population Estimate,2727393
36047,Kings County,2021,Postcensal Population Estimate,2641052
36049,Lewis County,2010,Postcensal Population Estimate,27072
36049,Lewis County,2011,Postcensal Population Estimate,27021
36049,Lewis County,2012,Postcensal Population Estimate,27190
36049,Lewis County,2013,Postcensal Population Estimate,27092
36049,Lewis County,2014,Postcensal Population Estimate,27085
36049,Lewis County,2015,Postcensal Population Estimate,26824
36049,Lewis County,2016,Postcensal Population Estimate,26656
36049,Lewis County,2017,Postcensal Population Estimate,26606
36049,Lewis County,2018,Postcensal Population Estimate,26503
36049,Lewis County,2019,Postcensal Population Estimate,26329
36049,Lewis County,2020,Postcensal Population Estimate,26538
36049,Lewis County,2021,Postcensal Population Estimate,26573
36051,Livingston County,2010,Postcensal Population Estimate,65226
36051,Livingston County,2011,Postcensal Population Estimate,64834
36051,Livingston County,2012,Postcensal Population Estimate,64780
36051,Livingston County,2013,Postcensal Population Estimate,64612
36051,Livingston County,2014,Postcensal Population Estimate,64574
36051,Livingston County,2015,Postcensal Population Estimate,64336
36051,Livingston County,2016,Postcensal Population Estimate,64013
36051,Livingston County,2017,Postcensal Population Estimate,63503
36051,Livingston County,2018,Postcensal Population Estimate,63281
36051,Livingston County,2019,Postcensal Population Estimate,62893
36051,Livingston County,2020,Postcensal Population Estimate,61699
36051,Livingston County,2021,Postcensal Population Estimate,61578
36053,Madison County,2010,Postcensal Population Estimate,73442
36053,Madison County,2011,Postcensal Population Estimate,72898
36053,Madison County,2012,Postcensal Population Estimate,72438
36053,Madison County,2013,Postcensal Population Estimate,72490
36053,Madison County,2014,Postcensal Population Estimate,72251
36053,Madison County,2015,Postcensal Population Estimate,71779
36053,Madison County,2016,Postcensal Population Estimate,71426
36053,Madison County,2017,Postcensal Population Estimate,70993
36053,Madison County,2018,Postcensal Population Estimate,71180
36053,Madison County,2019,Postcensal Population Estimate,70875
36053,Madison County,2020,Postcensal Population Estimate,67890
36053,Madison County,2021,Postcensal Population Estimate,67658
36055,Monroe County,2010,Postcensal Population Estimate,744589
36055,Monroe County,2011,Postcensal Population Estimate,746821
36055,Monroe County,2012,Postcensal Population Estimate,747468
36055,Monroe County,2013,Postcensal Population Estimate,748456
36055,Monroe County,2014,Postcensal Population Estimate,747583
36055,Monroe County,2015,Postcensal Population Estimate,745847
36055,Monroe County,2016,Postcensal Population Estimate,744150
36055,Monroe County,2017,Postcensal Population Estimate,743528
36055,Monroe County,2018,Postcensal Population Estimate,744239
36055,Monroe County,2019,Postcensal Population Estimate,742605
36055,Monroe County,2020,Postcensal Population Estimate,758554
36055,Monroe County,2021,Postcensal Population Estimate,755160
36057,Montgomery County,2010,Postcensal Population Estimate,50312
36057,Montgomery County,2011,Postcensal Population Estimate,49919
36057,Montgomery County,2012,Postcensal Population Estimate,49836
36057,Montgomery County,2013,Postcensal Population Estimate,49754
36057,Montgomery County,2014,Postcensal Population Estimate,49689
36057,Montgomery County,2015,Postcensal Population Estimate,49576
36057,Montgomery County,2016,Postcensal Population Estimate,49242
36057,Montgomery County,2017,Postcensal Population Estimate,49203
36057,Montgomery County,2018,Postcensal Population Estimate,49502
36057,Montgomery County,2019,Postcensal Population Estimate,49355
36057,Montgomery County,2020,Postcensal Population Estimate,49433
36057,Montgomery County,2021,Postcensal Population Estimate,49558
36059,Nassau County,2010,Postcensal Population Estimate,1341642
36059,Nassau County,2011,Postcensal Population Estimate,1346207
36059,Nassau County,2012,Postcensal Population Estimate,1349753
36059,Nassau County,2013,Postcensal Population Estimate,1352355
36059,Nassau County,2014,Postcensal Population Estimate,1354851
36059,Nassau County,2015,Postcensal Population Estimate,1354987
36059,Nassau County,2016,Postcensal Population Estimate,1356067
36059,Nassau County,2017,Postcensal Population Estimate,1357260
36059,Nassau County,2018,Postcensal Population Estimate,1357423
36059,Nassau County,2019,Postcensal Population Estimate,1356073
36059,Nassau County,2020,Postcensal Population Estimate,1393978
36059,Nassau County,2021,Postcensal Population Estimate,1390907
36061,New York County,2010,Postcensal Population Estimate,1589041
36061,New York County,2011,Postcensal Population Estimate,1608717
36061,New York County,2012,Postcensal Population Estimate,1624573
36061,New York County,2013,Postcensal Population Estimate,1628379
36061,New York County,2014,Postcensal Population Estimate,1631733
36061,New York County,2015,Postcensal Population Estimate,1637327
36061,New York County,2016,Postcensal Population Estimate,1636721
36061,New York County,2017,Postcensal Population Estimate,1632337
36061,New York County,2018,Postcensal Population Estimate,1632393
36061,New York County,2019,Postcensal Population Estimate,1632326
36061,New York County,2020,Postcensal Population Estimate,1687834
36061,New York County,2021,Postcensal Population Estimate,1576876
36000,New York State,2010,Postcensal Population Estimate,19399956
36000,New York State,2011,Postcensal Population Estimate,19499921
36000,New York State,2012,Postcensal Population Estimate,19574362
36000,New York State,2013,Postcensal Population Estimate,19626488
36000,New York State,2014,Postcensal Population Estimate,19653431
36000,New York State,2015,Postcensal Population Estimate,19657321
36000,New York State,2016,Postcensal Population Estimate,19636391
36000,New York State,2017,Postcensal Population Estimate,19593849
36000,New York State,2018,Postcensal Population Estimate,19544098
